100088,Patricio,Cornejo,true,1944-06-06,CL,180
100089,Patrice,Beust,true,1944-09-09,FR,170
100090,Dick,Crealy,true,1944-09-09,AU,191
100091,Colin,Dibley,true,1944-09-09,AU,188
100092,Alex,Metreveli,true,1944-11-11,RU,
100093,William,Brown,true,1945-01-01,US,
100094,Jim,Osborne,true,1945-02-02,US,185
100095,Tony,Bardsley,true,1945-02-02,CA,
100096,Peter,Burwash,true,1945-02-02,CA,175
100097,Nicholas,Kalogeropoulos,true,1945-02-02,GR,
100098,Ove,Bengtson,true,1945-04-04,SE,196
100099,Thomaz,Koch,false,1945-05-05,BR,
100100,Tony,Roche,false,1945-05-05,AU,178
100101,Mike,Belkin,true,1945-06-06,CA,
100102,Joaquin,Loyo Mayo,true,1945-08-08,MX,
100103,Peter,Curtis,true,1945-08-08,GB,
100104,Richard,Russell,true,1945-09-09,JM,
100105,Allan,Stone,true,1945-10-10,AU,
100106,Graham,Stilwell,true,1945-11-11,GB,173
100107,Robert,Rheinberger,true,1945-11-11,AU,
100108,Chris,Bovett,true,1945-12-12,GB,
100109,Jun,Kuki,true,1945-12-12,JP,
100110,Terry,Addison,true,1946-01-01,AU,180
100111,Ray,Keldie,true,1946-01-01,AU,
100112,John,Clifton,true,1946-02-02,GB,
100113,Jan,Kodes,true,1946-03-03,CZ,175
100114,Ray,Ruffels,true,1946-03-03,AU,
100115,Jaime,Fillol,true,1946-06-06,CL,180
100116,Sherwood,Stewart,true,1946-06-06,US,188
100117,Butch,Seewagen,true,1946-06-06,US,188
100118,Ivan,Molina,false,1946-06-06,CO,
100119,Ilie,Nastase,true,1946-07-07,RO,183
100120,Robert,Maud,true,1946-08-08,ZA,180
100121,Raymond,Moore,true,1946-08-08,ZA,183
100122,Julian,Ganzabal,true,1946-08-08,AR,
100123,Patrick,Hombergen,true,1946-09-09,BE,
100124,Steve,Turner,true,1946-10-10,US,
100125,John,Cooper,true,1946-11-11,AU,
100126,Stan,Smith,true,1946-12-12,US,193
100127,Tom,Gorman,true,1946-01-01,US,180
100128,Cliff,Richey,true,1946-12-12,US,175
100129,Jean Baptiste,Chanfreau,true,1947-01-01,FR,
100130,Vladimir,Zednik,true,1947-02-02,CZ,
100131,Guillermo,Oropez,true,1947-02-02,US,
100132,Armistead,Neely,true,1947-03-03,US,
100133,Pat,Cramer,true,1947-03-03,ZA,
100134,Roy,Barth,true,1947-03-03,US,175
100135,Onny,Parun,true,1947-04-04,NZ,188
100136,Humphrey,Hose,true,1947-05-05,VE,
100137,Hans Jurgen,Pohmann,true,1947-05-05,DE,178
100138,Dan,Bleckinger,true,1947-05-05,US,
100139,Gerald,Battrick,true,1947-05-05,GB,178
100140,Steve,Faulk,true,1947-06-06,US,
100141,Zeljko,Franulovic,true,1947-06-06,HR,
100142,Peter,Szoke,true,1947-08-08,HU,
100143,Peter,Fishbach,true,1947-08-08,US,180
100144,Bob,Lutz,true,1947-08-08,US,180
100145,Dick,Dell,true,1947-09-09,US,
100146,Jun,Kamiwazumi,true,1947-10-10,JP,
100147,Marcello,Lara,true,1947-10-10,MX,
100148,Ismail,El Shafei,true,1947-11-11,EG,
100149,Toshiro,Sakai,true,1947-11-11,JP,
100150,Lito,Alvarez,true,1947-12-12,AR,
100151,Karl,Coombes,true,1947-12-12,AU,180
100152,David,Lloyd,true,1948-01-01,GB,
100153,Patrice,Hagelauer,true,1948-01-01,FR,188
100154,Peter,Kanderal,true,1948-01-01,CH,
100155,Ramiro,Benavides,true,1947-01-01,BO,
100156,Jasjit,Singh,true,1948-02-02,IN,
100157,Stanley,Pasarell,true,1948-02-02,US,185
100158,John,Bartlett,true,1948-03-03,AU,188
100159,Vladimir,Korotkov,true,1948-04-04,RU,
100160,Georges,Goven,true,1948-04-04,FR,173
100161,Jurgen,Fassbender,true,1948-05-05,DE,
100162,Brian,Fairlie,true,1948-06-06,NZ,173
100163,Tom,Leonard,true,1948-07-07,US,175
100164,Bill,Lofgren,true,1948-07-07,US,
100165,Steve,Siegel,true,1948-09-09,US,
100166,Gene,Malin,true,1948-10-10,US,
100167,Sever,Muresan,true,1948-10-10,RO,
100168,Kenneth,McMillan,true,1948-11-11,US,
100169,Ian,Fletcher,true,1948-12-12,AU,
100170,Bernard,Mignot,true,1948-12-12,BE,
100171,John,Yuill,true,1948-12-12,ZA,
100172,Tito,Vazquez,true,1949-01-01,AR,173
100173,Andrew,Pattison,true,1949-01-01,US,188
100174,Manuel,Orantes,false,1949-02-02,ES,178
100175,Zan,Guerry,true,1949-02-02,US,
100176,Hans,Kary,false,1949-02-02,AT,172
100177,Pavel,Hutka,true,1949-02-02,CZ,
100178,Bob,Giltinan,true,1949-04-04,AU,
100179,Karl,Meiler,true,1949-04-04,DE,178
100180,Bill,Lloyd,true,1949-05-05,AU,
100181,Larry,Turville,true,1949-06-06,US,
100182,Mike,Estep,true,1949-07-07,US,173
100183,Jim,Ward,true,1949-07-07,US,
100184,Lars,Elvstrom,true,1949-08-08,DK,
100185,Patrick,Proisy,true,1949-09-09,FR,180
100186,Jeff,Borowiak,true,1949-09-09,US,193
100187,Luis Felipe,Tavares,true,1949-09-09,BR,
100188,John,Fort,true,1949-09-09,US,
100189,Dale,Power,true,1949-10-10,CA,
100190,Norman,Holmes,true,1949-10-10,US,
100191,Doug,Crawford,true,1949-10-10,US,188
100192,Kent,Crawford,true,1949-10-10,US,
100193,Wanaro,N'Godrella,true,1949-10-10,FR,
100194,Larry,Parker,true,1949-10-10,US,
100195,Nicolas,Kelaidis,true,1949-10-10,GR,178
100196,Haroon,Rahim,true,1949-11-11,PK,
100197,Alejandro,Pierola,true,1949-11-11,CL,
100198,Alvaro,Betancur,true,1950-01-01,CO,
100199,Patrice,Dominguez,false,1950-01-01,FR,173
100200,Antonio,Zugarelli,true,1950-01-01,IT,
100201,Syd,Ball,true,1950-01-01,AU,188
100202,George,Amaya,false,1950-02-02,US,173
100203,Phil,Dent,true,1950-02-02,AU,183
100204,Pancho,Walthall,false,1950-02-02,US,
100205,Paul,Gerken,true,1950-03-03,US,185
100206,Kenichi,Hirai,true,1950-03-03,JP,
100207,Noel,Phillips,true,1950-03-03,AU,
100208,Dick,Bohrnstedt,true,1950-04-04,US,
100209,George,Taylor,true,1950-05-05,US,
100210,Steve,Docherty,true,1950-05-05,AU,
100211,Louk,Sanders,true,1950-05-05,NL,
100212,F D,Robbins,true,1950-06-06,US,
100213,Fred,Hemmes,false,1950-06-06,NL,
100214,Adriano,Panatta,true,1950-07-07,IT,183
100215,Fred,Mcnair,true,1950-07-07,US,183
100216,Charles,Owens,true,1950-07-07,US,
100217,Bob,Mckinley,true,1950-08-08,US,
100218,Butch,Palmer,true,1950-09-09,US,
100219,Geoff,Masters,true,1950-09-09,AU,
100220,Jiri,Hrebec,true,1950-09-09,CZ,
100221,Carlos,Kirmayr,true,1950-09-09,BR,173
100222,Mike,Powers,true,1950-09-09,US,
100223,Jeff,Simpson,true,1950-10-10,NZ,
100224,Peter,Campbell,true,1950-11-11,AU,
100225,Peter,Doerner,true,1950-11-11,AU,
100226,Mike,Machette,true,1951-01-01,US,
100227,Alvin,Gardiner,true,1951-02-02,AU,
100228,Kjell,Johansson,true,1951-02-02,SE,
100229,Dick,Stockton,true,1951-02-02,US,188
100230,Welry,Fritz,true,1951-02-02,CA,
100231,Erik,Van Dillen,true,1951-02-02,US,183
100232,Eddie,Dibbs,true,1951-02-02,US,170
100233,Ricardo,Cano,true,1951-02-02,AR,170
100234,Allan,McDonald,true,1951-03-03,AU,
100235,Antonio,Munoz,true,1951-03-03,ES,
100236,John,James,true,1951-03-03,AU,183
100237,Bill,Freer,true,1951-03-03,ZA,
100238,Rick,Fisher,true,1951-03-03,US,
100239,Hans,Engert,true,1951-04-04,DE,
100240,Joao,Soares,true,1951-04-04,BR,185
100241,Joel,Bailey,true,1951-04-04,US,
100242,Mike,Collins,true,1951-05-05,GB,
100243,Steve,Krulevitz,true,1951-05-05,US,175
100244,John,Alexander,true,1951-07-07,AU,190
100245,Jeff,Austin,true,1951-07-07,US,
100246,Frank,Puncec,true,1951-07-07,ZA,
100247,Rolf,Thung,false,1951-07-07,NL,190
100248,Max,Hurlimann,true,1951-07-07,CH,
100249,Paolo,Bertolucci,true,1951-08-08,IT,175
100250,Woody,Blocher,true,1951-08-08,US,173
100251,Grover Raz,Reid,true,1951-08-08,US,
100252,Tim,Gullikson,true,1951-09-09,US,180
100253,Tom,Gullikson,false,1951-09-09,US,180
100254,George,Glowa,true,1951-10-10,US,188
100255,Roscoe,Tanner,false,1951-10-10,US,183
100256,Luis,Baraldi,true,1951-10-10,MX,
100257,Ross,Case,true,1951-11-11,AU,
100258,Jorge,Andrew,true,1951-11-11,VE,
100259,Peter,Feigl,true,1951-11-11,AT,183
100260,Gary,Groslimond,true,1952-01-01,US,
100261,Brian,Gottfried,true,1952-01-01,US,183
100262,Rolf,Norberg,true,1952-01-01,SE,
100263,John,Andrews,true,1952-02-02,US,
100265,Cliff,Letcher,true,1952-02-02,AU,
100266,John,Feaver,true,1952-02-02,GB,190
100267,Rayno,Seegers,true,1952-02-02,ZA,
100268,Denis,Naegelen,true,1952-03-03,FR,
100269,Joe,Garcia,true,1952-03-03,US,
100270,Anand,Amritraj,true,1952-03-03,IN,185
100271,Jean Francois,Caujolle,false,1952-03-03,FR,
100272,Sandy,Mayer,true,1952-04-04,US,178
100273,Kim,Warwick,true,1952-04-04,AU,183
100274,Eric,Deblicker,true,1952-04-04,FR,178
100275,Hartmut,Kirchhubel,true,1952-04-04,DE,
100276,Terry,Moor,false,1952-04-04,US,178
100277,Jacques,Thamin,true,1952-05-05,FR,
100278,Frank,Gebert,true,1952-06-06,DE,
100279,Mike,Cahill,true,1952-06-06,US,183
100280,Wojtek,Fibak,true,1952-08-08,PL,183
100281,Sashi,Menon,true,1952-08-08,IN,180
100282,Guillermo,Vilas,false,1952-08-08,AR,180
100283,Andre,Zietsmann,true,1952-08-08,ZA,
100284,Jimmy,Connors,false,1952-09-09,US,178
100285,Rod,Frawley,true,1952-09-09,AU,185
100286,Harold,Solomon,true,1952-09-09,US,168
100287,Robin,Drysdale,true,1952-09-09,GB,
100288,Tenny,Svensson,true,1952-09-09,SE,
100289,Byron,Bertram,true,1952-10-10,ZA,
100290,Timothy,Noonan,true,1952-10-10,US,
100291,Ian,Harris,true,1952-11-11,US,
100292,Alvaro,Fillol,true,1952-12-12,CL,178
100293,John,Marks,true,1952-12-12,AU,
100294,Rejean,Genois,true,1952-12-12,CA,175
100295,Richard,Legendre,true,1953-01-01,CA,
100296,Chris,Gunning,true,1953-02-02,NZ,
100297,Corrado,Barazzutti,true,1953-02-02,IT,178
100298,George,Hardie,false,1953-02-02,US,
100299,James Chico,Hagey,true,1953-02-02,US,
100300,Jose,Higueras,true,1953-03-03,ES,178
100301,Jim,Delaney,true,1953-03-03,US,
100302,Joaquim,Rasgado Jr,true,1953-03-03,BR,
100303,Henry,Bunis,true,1953-03-03,US,
100304,Bob,Kreiss,true,1953-04-04,US,
100305,Mark,Farrell,true,1953-05-05,GB,
100306,Mike,Wayman,true,1953-05-05,GB,
100307,Paul,Torre,true,1953-05-05,FR,180
100308,Robert,Trogolo,true,1953-06-06,ZA,180
100309,Raul,Ramirez,true,1953-06-06,MX,183
100310,Mike,Myburg,true,1953-06-06,ZA,
100311,Ulises,Quezada,true,1953-07-07,CL,173
100312,Chiraid,Mukherjea,true,1953-08-08,IN,
100313,Keith,Richardson,true,1953-08-08,US,185
100314,Bernard,Fritz,true,1953-10-10,FR,173
100315,Hank,Pfister,true,1953-10-10,US,193
100316,Scott,Carnahan,true,1953-10-10,US,
100317,Stephen,Warboys,true,1953-10-10,GB,
100318,Roger,Guedes,true,1953-11-11,BR,
100319,Rick,Fagel,true,1953-11-11,US,180
100320,Mark,Meyers,true,1953-12-12,US,
100321,Vijay,Amritraj,true,1953-12-12,IN,193
100322,Emilio,Montano,true,1953-12-12,MX,
100323,Givaldo,Barbosa,true,1954-01-01,BR,183
100324,John,Whitlinger,true,1954-02-02,US,180
100325,Ulrich,Pinner,true,1954-02-02,DE,178
100326,Russell,Simpson,true,1954-02-02,NZ,188
100327,Willem,Prinsloo,false,1954-02-02,ZA,
100328,Rand,Evett,true,1954-03-03,US,
100329,Otto,Panman,true,1954-03-03,NL,
100330,David,Imonitie,true,1954-04-04,NG,
100331,Jean Louis,Haillet,true,1954-05-05,FR,
100332,Balazs,Taroczy,true,1954-05-05,HU,183
100333,Shigeyuki,Nishio,true,1954-05-05,JP,
100334,Ernie,Ewert,true,1954-06-06,AU,
100335,David,Parker,true,1954-06-06,US,
100336,Guillermo,Aubone,false,1954-06-06,AR,
100337,Mark,Edmondson,true,1954-06-06,AU,185
100338,Benjy,Robins,true,1954-06-06,US,175
100339,Victor,Amaya,false,1954-07-07,US,201
100340,Sam,Vuille,true,1954-07-07,US,
100341,Gonzalo,Nunez,true,1954-07-07,US,
100342,Vitas,Gerulaitis,true,1954-07-07,US,183
100343,John,Lloyd,true,1954-08-08,GB,178
100344,Eric,Friedler,true,1954-09-09,US,
100345,Pat,Dupre,true,1954-09-09,US,190
100346,Paul,Kronk,true,1954-09-09,AU,
100347,Peter,Kronk,true,1954-09-09,AU,
100348,Gerard,Toulon,true,1954-09-09,FR,185
100349,Glen,Holroyd,true,1954-09-09,US,
100350,Franz Josef,Wich,true,1954-10-10,DE,
100351,Freddie,De Jesus,true,1954-10-10,PR,
100352,John,Lucas,true,1954-10-10,US,
100353,Bruce,Kleege,true,1954-11-11,US,190
100354,Bernie,Mitton,true,1954-11-11,ZA,188
100355,Victor,Eke,true,1954-11-11,AU,
100356,Paul,Mcnamee,true,1954-11-11,AU,178
100357,Bhanu,Nunna,true,1954-11-11,IN,
100358,Mike,Fishbach,true,1954-12-12,US,180
100359,Richard,Lewis,false,1954-12-12,GB,
100360,Brian,Teacher,true,1954-12-12,US,190
100361,Willie,Davies,true,1955-01-01,GB,
100362,Peter,Fleming,true,1955-01-01,US,196
100363,Jiri,Granat,true,1955-01-01,CZ,185
100364,Jonathan,Smith,true,1955-01-01,GB,188
100365,Peter,Holl,true,1955-01-01,DE,
100366,Heiner,Seuss,true,1955-02-02,DE,
100367,Belus,Prajoux,true,1955-02-02,CL,170
100368,Haroon,Ismail,true,1955-02-02,ZW,178
100369,Herve,Gauvain,true,1955-03-03,FR,180
100370,Helmut,Beermann,true,1955-03-03,DE,
100371,Robert,Baumgartner,true,1955-03-03,DE,
100372,Trey,Waltke,true,1955-03-03,US,173
100373,Christopher,Sylvan,true,1955-03-03,US,
100374,Javier,Soler,false,1955-03-03,ES,
100375,John,Hayes,true,1955-04-04,US,193
100376,Buster C,Mottram,true,1955-04-04,GB,193
100377,Colin,Dowdeswell,true,1955-05-05,GB,185
100378,David,Schneider,true,1955-05-05,US,185
100379,Craig,Edwards,true,1955-05-05,US,175
100380,Butch,Walts,true,1955-06-06,US,193
100381,Michael,Greenberg,true,1955-06-06,US,
100382,Chris,Kachel,true,1955-06-06,AU,
100383,Peter,Mcnamara,true,1955-07-07,AU,185
100384,Alejandro,Cortes,true,1955-07-07,CO,
100385,Filip,Krajcik,true,1955-07-07,AT,
100386,Jose,Garcia,true,1955-07-07,ES,
100387,Jiri,Prucha,true,1955-08-08,CZ,
100388,Peter,Pearson,true,1955-08-08,US,
100389,Horace,Reid,true,1955-08-08,US,
100390,Trevor,Allan,false,1955-08-08,AU,178
100391,Larry,Davidson,true,1955-08-08,US,
100392,Richard,Meyer,true,1955-09-09,US,183
100393,Marcos,Hocevar,true,1955-09-09,BR,185
100394,Angel,Gimenez,true,1955-10-10,ES,163
100395,Victor,Pecci,true,1955-10-10,PY,193
100396,Martin,Robinson,false,1955-10-10,GB,
100397,Terry,Rocavert,true,1955-10-10,AU,180
100398,Julio,Goes,true,1955-10-10,BR,180
100399,Rocky,Maguire,true,1955-10-10,US,
100400,Hubertus,Hoyt,true,1955-11-11,US,
100401,Sean,Sorensen,true,1955-11-11,IE,
100402,Francisco,Gonzalez,true,1955-11-11,PY,193
100403,Rolf,Gehring,true,1955-11-11,DE,185
100404,David,Sherbeck,true,1955-12-12,US,
100405,Fernando,Maynetto,true,1955-12-12,PE,
100406,Greg,Halder,true,1955-12-12,CA,188
100407,Dale,Collings,true,1955-12-12,AU,
100408,Gary,Plock,true,1955-12-12,US,175
100409,Randy,Crawford,true,1955-12-12,US,188
100410,Tim,Garcia,true,1955-12-12,US,
100411,Pavel,Slozil,true,1955-12-12,CZ,173
100412,Bruce,Nichols,true,1955-12-12,US,
100413,Ulrich,Marten,true,1956-01-01,DE,
100414,Gunther,Gnettner,true,1956-01-01,DE,
100415,Michael,Grant,true,1956-02-02,US,178
100416,Bill,Maze,true,1956-02-02,US,
100417,Hans,Gildemeister,true,1956-02-02,CL,183
100418,Geoff,Martinez,true,1956-02-02,US,
100419,Todd,Lundy,true,1956-02-02,US,
100420,Hans,Ritschard,true,1956-02-02,CH,
100421,Jan,Norback,true,1956-03-03,SE,
100422,Bruce,Manson,false,1956-03-03,US,173
100423,Jochen,Hierl,true,1956-03-03,DE,
100424,Warren,Eber,true,1956-03-03,US,
100425,Junie,Chatman,true,1956-03-03,US,
100426,Hans Peter,Kandler,true,1956-04-04,AT,185
100427,Ferrante,Rocchi,false,1956-04-04,IT,180
100428,Gene,Mayer,true,1956-04-04,US,183
100429,Miguel,Mir,true,1956-04-04,ES,
100430,David,Carter,true,1956-04-04,AU,183
100431,Mansour,Bahrami,true,1956-04-04,IR,178
100432,Robert,Bettauer,true,1956-05-05,CA,175
100433,Fritz,Don,true,1956-05-05,NL,
100434,Tomas,Smid,true,1956-05-05,CZ,190
100435,Regis,Brunet,true,1956-05-05,FR,183
100436,Nick,Saviano,false,1956-06-06,US,180
100437,Bjorn,Borg,true,1956-06-06,SE,180
100438,Carlos,Gattiker,true,1956-06-06,AR,175
100439,Mike,Barr,true,1956-06-06,US,
100440,Eddie,Edwards,true,1956-07-07,ZA,190
100441,Mark,Darby,true,1956-07-07,US,185
100442,Gianni,Marchetti,true,1956-07-07,IT,
100443,Christophe,Freyss,false,1956-08-08,FR,183
100444,Werner,Zirngibl,true,1956-09-09,DE,
100445,Steve,Denton,true,1956-09-09,US,188
100446,John,Sadri,true,1956-09-09,US,188
100447,Juan,Nunez,true,1956-09-09,CL,190
100448,Bruce,Foxworth,true,1956-09-09,US,180
100449,Stanislav,Birner,true,1956-10-10,CZ,170
100450,Leo,Palin,true,1956-10-10,FI,178
100451,Tony,Graham,true,1956-10-10,US,
100452,Bill,Scanlon,true,1956-11-11,US,185
100453,Jose Luis,Damiani,true,1956-11-11,UY,185
100454,Mehl,Ampon,true,1956-11-11,US,
100455,Tony,Lloyd,true,1956-12-12,GB,
100456,Ferdi,Taygan,true,1956-12-12,US,173
100457,Carlos,Soares,true,1956-12-12,BR,
100458,Pedro,Gonzalez,true,1956-12-12,PR,
100459,Tracy,Delatte,true,1956-12-12,US,178
100460,Jose,Lopez Maeso,true,1956-12-12,ES,173
100461,Billy,Martin,true,1956-12-12,US,178
100462,Jeff,Etterbeek,true,1956-12-12,US,
100463,Ben,Mckown,true,1957-01-01,US,
100464,Warren,Maher,true,1957-01-01,AU,
100465,Mike,Shore,true,1957-01-01,US,
100466,Maurice,Hunter,true,1957-01-01,US,
100467,Mark,Turpin,true,1957-02-02,US,183
100468,Dominique,Bedel,true,1957-02-02,FR,185
100469,Ashok,Amritraj,true,1957-02-02,IN,
100470,Juan Carlos,Andrade,true,1957-02-02,ES,
100471,Mark,Vines,false,1957-02-02,US,170
100472,Craig,Wittus,true,1957-02-02,US,180
100473,Glenn,Petrovic,true,1957-03-03,US,
100474,Chris,Lewis,true,1957-03-03,NZ,180
100475,Matt,Mitchell,true,1957-03-03,US,180
100476,Nigel,Sears,true,1957-04-04,GB,
100477,Gianni,Ocleppo,true,1957-04-04,IT,183
100478,Pascal,Deniau,true,1957-04-04,FR,185
100479,Reinhart,Probst,true,1957-04-04,DE,
100480,Josef,Brabenec,true,1957-04-04,CA,
100481,Roberto,Vizcaino,true,1957-04-04,ES,178
100482,Jochen,Settelmeyer,true,1957-05-05,DE,
100483,Christophe,Casa,true,1957-05-05,FR,178
100484,Pem,Guerry,true,1957-06-06,US,
100485,Tsuyoshi,Fukui,true,1957-06-06,JP,170
100486,Christophe,Roger-Vasselin,true,1957-07-07,FR,188
100487,Renald,Etienne,true,1957-07-07,US,175
100488,Chris,Delaney,true,1957-07-07,US,
100489,Larry,Stefanki,true,1957-07-07,US,178
100490,Jaroslav,Navratil,true,1957-07-07,CZ,196
100491,Alan,Chandronnait,true,1957-07-07,US,
100492,John,Austin,true,1957-07-07,US,193
100493,Eric,Sherbeck,true,1957-08-08,US,193
100494,John,Picken,true,1957-08-08,CA,
100495,Wayne,Hampson,true,1957-08-08,AU,183
100496,Charles Buzz,Strode,true,1957-09-09,US,183
100497,Markus,Gunthardt,true,1957-09-09,CH,178
100498,Klaus,Eberhard,true,1957-09-09,DE,
100499,Chris,Mayotte,true,1957-09-09,US,186
100500,Rohun,Beven,true,1957-09-09,GB,
100501,Gregoire,Rafaitin,true,1957-09-09,FR,180
100502,Vincent,Van Patten,true,1957-10-10,US,180
100503,Lorenzo,Fargas,true,1957-10-10,ES,173
100504,Jerome,Vanier,false,1957-11-11,FR,175
100505,Famiano,Meneschincheri,true,1957-11-11,IT,
100506,Howard,Schoenfield,true,1957-11-11,US,
100507,Curt,Stalder,true,1957-11-11,US,
100508,Peter,Spang,true,1957-11-11,DE,
100509,Joakim,Berner,true,1957-11-11,FI,178
100510,Franco,Merlone,true,1957-12-12,IT,
100511,Kevin,Manning,true,1957-12-12,US,175
100512,Robert,Reininger,true,1958-01-01,AT,185
100513,Hugo,Roverano,true,1958-01-01,UY,
100514,Manfred,Jungnitsch,true,1958-01-01,DE,
100515,Shlomo,Glickstein,true,1958-01-01,IL,188
100516,Andrew,Jarrett,true,1958-01-01,GB,
102176,Arnaud,Magnin,false,1973-02-02,FR,
100517,Matt,Doyle,true,1958-01-01,US,193
100518,Ricardo,Acuna,true,1958-01-01,CL,175
100519,Scott,Mccain,true,1958-01-01,US,180
100520,Juan,Farrow,true,1958-01-01,US,180
100521,Doug,Adler,false,1958-01-01,US,
100522,Chris,Dunk,true,1958-01-01,US,193
100523,Erick,Iskersky,true,1958-01-01,US,180
100524,Shozo,Shiraishi,true,1958-01-01,JP,
100525,Gilles,Moretton,true,1958-02-02,FR,190
100526,Ricardo,Ycaza,true,1958-02-02,EC,183
100527,Chris,Bradnam,true,1958-02-02,GB,
100528,Randy,Druz,true,1958-02-02,US,
100529,Kevin,Curren,true,1958-03-03,US,185
100530,Andreas,Maurer,true,1958-03-03,DE,175
100531,Arnaud,Decugis,true,1958-03-03,FR,
100532,Johan,Kriek,true,1958-04-04,US,175
100533,Paul,Avis,true,1958-04-04,ZA,
100534,Steve,Meister,true,1958-04-04,US,193
100535,Tony,Giammalva,true,1958-04-04,US,190
100536,Fernando,Luna,true,1958-04-04,ES,175
100537,Mike,Brunnberg,true,1958-05-05,US,190
100538,Alejandro,Gattiker,true,1958-05-05,AR,180
