restaurante,fecha,valoracion_ambiente,valoracion_personal,valoracion_comida
6,2022-09-17,4.7,4.5,3.9
6,2022-09-17,5.0,4.1,5.0
6,2022-09-17,4.4,3.7,4.0
6,2022-09-17,4.0,3.8,3.5
6,2022-09-17,4.6,4.0,2.7
6,2022-09-17,3.7,3.9,4.0
6,2022-09-17,4.2,3.3,4.5
6,2022-09-17,2.8,3.7,4.2
6,2022-09-17,4.4,4.4,3.7
6,2022-09-17,4.8,4.4,3.8
6,2022-09-17,3.3,4.6,4.2
6,2022-09-17,4.9,4.5,4.4
6,2022-09-17,3.9,3.8,3.6
6,2022-09-17,4.4,4.7,5.0
6,2022-09-17,3.1,4.2,3.6
6,2022-09-18,3.4,4.7,4.4
6,2022-09-18,3.2,3.5,4.8
6,2022-09-18,4.5,3.5,3.5
6,2022-09-18,4.8,3.7,3.8
6,2022-09-18,4.3,4.6,3.8
6,2022-09-18,3.8,3.6,3.6
6,2022-09-18,4.0,4.3,5.0
6,2022-09-18,3.4,3.2,4.3
6,2022-09-18,4.0,3.9,3.9
6,2022-09-18,4.8,4.6,3.7
6,2022-09-18,4.5,4.8,3.6
6,2022-09-18,3.8,3.5,4.4
6,2022-09-18,5.0,3.6,3.6
6,2022-09-18,3.3,4.4,4.3
6,2022-09-18,4.2,4.3,4.5
6,2022-09-18,4.4,4.3,3.7
6,2022-09-18,3.9,4.1,3.8
6,2022-09-18,3.8,4.0,3.3
6,2022-09-18,4.5,4.2,3.3
6,2022-09-18,4.3,4.5,4.8
6,2022-09-18,4.1,4.9,3.5
6,2022-09-18,4.5,4.4,3.1
6,2022-09-18,3.6,4.0,4.4
6,2022-09-18,3.8,4.0,3.8
6,2022-09-18,3.7,4.5,3.9
6,2022-09-18,4.8,4.2,4.5
6,2022-09-18,4.2,3.2,4.5
6,2022-09-18,4.1,3.8,4.1
6,2022-09-18,4.6,3.2,3.6
6,2022-09-18,4.6,3.3,4.0
6,2022-09-19,4.0,4.1,3.8
6,2022-09-19,4.8,3.8,3.6
6,2022-09-19,3.7,4.0,4.2
6,2022-09-19,4.4,3.5,3.6
6,2022-09-19,5.0,3.7,3.9
6,2022-09-19,4.1,3.6,4.7
6,2022-09-19,3.7,3.7,4.4
6,2022-09-19,4.4,2.9,3.6
6,2022-09-19,4.2,4.3,3.4
6,2022-09-19,4.0,4.6,4.0
6,2022-09-19,4.4,3.3,4.1
6,2022-09-19,4.2,3.3,4.2
6,2022-09-19,4.6,3.8,3.9
6,2022-09-19,3.4,4.4,3.9
6,2022-09-19,5.0,4.1,3.9
6,2022-09-19,4.6,4.0,4.8
6,2022-09-19,4.3,3.6,4.2
6,2022-09-19,5.0,3.7,3.8
6,2022-09-19,4.3,5.0,2.6
6,2022-09-19,4.1,4.6,3.8
6,2022-09-19,4.7,3.5,4.2
6,2022-09-19,3.9,4.2,4.5
6,2022-09-19,4.4,3.6,3.6
6,2022-09-19,3.6,4.1,4.5
6,2022-09-19,3.7,4.2,3.6
6,2022-09-19,4.6,4.6,4.2
6,2022-09-19,3.4,4.1,4.3
6,2022-09-19,4.5,4.3,4.6
6,2022-09-19,4.1,3.9,4.0
6,2022-09-19,3.7,3.0,3.5
6,2022-09-20,4.4,4.6,3.7
6,2022-09-20,4.6,4.6,4.3
6,2022-09-20,4.7,3.1,4.5
6,2022-09-20,3.9,4.5,3.6
6,2022-09-20,5.0,3.2,2.8
6,2022-09-20,3.7,3.4,2.9
6,2022-09-20,4.1,3.5,3.3
6,2022-09-20,4.1,4.9,4.0
6,2022-09-20,4.3,3.9,4.4
6,2022-09-20,4.2,3.9,5.0
6,2022-09-20,4.9,4.3,3.3
6,2022-09-20,4.5,3.9,4.0
6,2022-09-20,3.5,3.7,4.0
6,2022-09-20,4.5,5.0,4.1
6,2022-09-20,4.4,4.6,3.8
6,2022-09-20,5.0,4.0,5.0
6,2022-09-20,4.9,4.4,3.7
6,2022-09-20,3.6,4.2,5.0
6,2022-09-20,3.4,4.5,3.7
6,2022-09-20,3.5,4.9,4.0
6,2022-09-20,3.5,3.3,4.1
6,2022-09-20,3.8,4.3,4.6
6,2022-09-20,4.2,4.4,4.2
6,2022-09-20,4.5,2.7,3.9
6,2022-09-20,4.0,5.0,3.7
6,2022-09-20,4.5,4.7,4.8
6,2022-09-20,4.4,4.3,3.9
6,2022-09-20,3.7,4.0,4.4
6,2022-09-20,4.6,3.8,3.6
6,2022-09-20,3.2,4.7,4.9
6,2022-09-22,4.2,3.5,3.7
6,2022-09-22,3.8,4.7,3.5
6,2022-09-22,3.8,4.3,4.9
6,2022-09-22,3.7,4.8,5.0
6,2022-09-22,4.4,4.3,3.8
6,2022-09-22,3.5,2.7,4.3
6,2022-09-22,3.1,3.1,4.6
6,2022-09-22,4.6,4.1,4.4
6,2022-09-22,4.5,4.3,4.0
6,2022-09-22,4.1,3.6,4.6
6,2022-09-22,4.1,4.3,3.6
6,2022-09-22,4.5,4.4,4.3
6,2022-09-22,3.5,3.9,4.9
6,2022-09-22,3.6,4.1,3.5
6,2022-09-22,4.0,4.3,4.7
6,2022-09-22,4.1,4.4,3.6
6,2022-09-22,3.5,4.1,3.2
6,2022-09-22,4.1,3.0,4.9
6,2022-09-22,4.5,4.3,4.6
6,2022-09-22,4.5,3.5,3.7
6,2022-09-22,5.0,4.0,4.3
6,2022-09-22,4.6,4.6,2.9
6,2022-09-22,4.0,3.1,3.5
6,2022-09-22,4.5,4.5,4.5
6,2022-09-22,3.2,4.4,3.8
6,2022-09-22,4.2,5.0,3.4
6,2022-09-22,3.9,4.6,4.0
6,2022-09-22,4.8,3.7,4.2
6,2022-09-22,4.2,4.3,3.5
6,2022-09-22,3.8,4.2,3.8
6,2022-09-23,3.1,4.0,4.2
6,2022-09-23,4.2,4.6,4.8
6,2022-09-23,4.4,4.2,4.6
6,2022-09-23,4.9,4.5,4.4
6,2022-09-23,3.4,3.7,3.1
6,2022-09-23,3.6,4.8,4.8
6,2022-09-23,4.6,4.7,3.9
6,2022-09-23,3.9,3.3,4.3
6,2022-09-23,4.5,3.5,4.3
6,2022-09-23,2.9,3.3,4.3
6,2022-09-23,3.1,3.7,4.2
6,2022-09-23,4.6,3.4,3.8
6,2022-09-23,3.2,4.5,3.4
6,2022-09-23,3.9,5.0,4.1
6,2022-09-23,3.5,3.8,4.8
6,2022-09-23,4.2,3.7,4.6
6,2022-09-23,4.0,3.9,4.0
6,2022-09-23,4.9,4.5,4.8
6,2022-09-23,4.8,3.5,4.2
6,2022-09-23,3.8,4.5,3.8
6,2022-09-23,4.4,3.6,4.2
6,2022-09-23,4.3,4.0,3.7
6,2022-09-23,3.8,3.6,4.8
6,2022-09-23,5.0,3.4,4.2
6,2022-09-23,3.7,5.0,3.3
6,2022-09-23,4.5,3.5,4.7
6,2022-09-23,4.1,3.8,4.1
6,2022-09-23,3.7,4.0,3.6
6,2022-09-23,3.7,4.0,4.2
6,2022-09-23,4.4,3.3,4.3
6,2022-09-24,5.0,3.6,4.4
6,2022-09-24,4.1,3.8,3.5
6,2022-09-24,4.1,4.0,3.7
6,2022-09-24,4.7,4.4,4.0
6,2022-09-24,4.2,4.8,3.9
6,2022-09-24,5.0,3.5,4.4
6,2022-09-24,4.1,4.2,4.5
6,2022-09-24,3.6,5.0,3.9
6,2022-09-24,4.1,4.4,4.6
6,2022-09-24,5.0,4.7,4.6
6,2022-09-24,4.8,4.4,4.3
6,2022-09-24,3.3,4.5,4.4
6,2022-09-24,3.8,4.4,4.2
6,2022-09-24,3.2,4.6,4.6
6,2022-09-24,3.4,4.2,3.7
6,2022-09-24,3.6,4.0,3.7
6,2022-09-24,3.8,4.2,4.4
6,2022-09-24,4.4,4.8,4.0
6,2022-09-24,4.2,4.0,4.2
6,2022-09-24,3.3,3.3,4.5
6,2022-09-24,3.5,3.9,4.0
6,2022-09-24,4.2,4.1,4.6
6,2022-09-24,4.1,4.3,3.7
6,2022-09-24,3.4,4.1,3.8
6,2022-09-24,4.1,3.5,5.0
6,2022-09-24,4.1,3.8,4.8
6,2022-09-24,4.2,4.0,3.1
6,2022-09-24,3.5,3.3,4.3
6,2022-09-24,3.9,4.3,3.9
6,2022-09-24,4.8,4.5,3.8
6,2022-09-25,3.5,4.3,4.3
6,2022-09-25,4.7,3.5,4.4
6,2022-09-25,3.3,3.3,3.7
6,2022-09-25,3.0,3.5,3.4
6,2022-09-25,3.6,3.8,5.0
6,2022-09-25,4.1,3.8,4.3
6,2022-09-25,4.3,3.9,4.2
6,2022-09-25,3.3,4.8,4.5
6,2022-09-25,4.0,4.3,4.5
6,2022-09-25,3.3,3.8,3.6
6,2022-09-25,3.9,3.8,3.2
6,2022-09-25,4.0,5.0,3.3
6,2022-09-25,3.9,4.1,4.8
6,2022-09-25,4.4,3.8,4.5
6,2022-09-25,3.8,4.1,3.8
6,2022-09-25,3.7,4.8,4.1
6,2022-09-25,3.7,4.6,4.0
6,2022-09-25,3.6,4.5,4.1
6,2022-09-25,4.8,3.8,3.8
6,2022-09-25,3.6,3.5,4.3
6,2022-09-25,5.0,4.3,3.9
6,2022-09-25,5.0,4.3,3.4
6,2022-09-25,3.3,4.7,4.7
6,2022-09-25,4.1,4.5,4.2
6,2022-09-25,4.0,3.7,3.4
6,2022-09-25,3.1,3.7,4.1
6,2022-09-25,3.9,3.9,3.4
6,2022-09-25,4.2,4.1,3.8
6,2022-09-25,4.0,3.5,4.1
6,2022-09-25,4.3,2.9,4.0
6,2022-09-26,4.8,3.4,3.9
6,2022-09-26,3.7,3.8,3.6
6,2022-09-26,4.5,4.8,3.4
