topic docId correctness
2 09ea9637-9321-4659-b38a-ce75e1ce4839 1
25 dab123b5-7506-43d0-8bbc-14a2c1b5373a 1
10 830f2ed4-3e4b-4c5b-bc42-bd44b7253379 0
8 3a73c12a-b4db-4e35-a073-097bbccf9046 1
1 2384da5f-1ad5-4fff-9a98-dc143bc4c374 0
9 859b9617-2c2a-439b-97e5-f04eaf52435d 0
2 95cff214-2806-41df-a809-6200d30baa09 0
16 96970925-d73f-4935-9ee4-154532d924a4 1
13 c5e76910-6f16-408a-a32a-c6a367e3d432 1
13 3dc87812-dd85-4bb7-9b47-b58198b6c41e 1
8 41488372-9556-49c3-a5b0-5286e4c5e86e 1
4 35bee6de-1fb7-4e56-bed0-be98cccc5493 0
1 68cd1ed0-6bde-4d05-9539-5aae17e196f7 1
19 a0af5f92-1097-4db5-bb34-75c5b9aad140 0
20 a4273088-3fb7-4b82-80b0-0b75ede5421a 1
1 906c45cb-358f-4d1e-9ce5-b7850ce22e2c 0
19 73269a26-a9b0-4d72-a951-992c9e91302e 1
6 6b26e511-f020-4934-96c1-17abb358425a 1
18 c8dbd54a-b985-4b6f-a6b4-cc7b0c807dca 0
8 a51b407d-4776-45ef-a924-e0c346c5b3d5 1
6 17781477-4844-46c6-97b5-0f17b1dc3ca6 0
2 8a79af0d-9ebd-4887-9cdc-059ed374ba89 1
13 5bdce6df-e55e-449a-9cbb-98d5761ca30c 1
7 1b197923-4681-4a9c-bf2b-91ecad9c0cf7 1
14 13cb80f4-5eff-42e3-b5a9-e6f9e0457dea 0
25 29b40fb3-13c3-49c0-9d37-52b807444873 0
18 e8b9db5c-85fe-41f7-88a6-93aee5444585 0
25 fef130d2-df1f-480b-9d0f-d34c6b247ab6 0
9 15ad548e-0cb1-4386-bb29-b1ae734f23ae 0
20 5ecba7b7-008a-4a6d-b377-55d6051656e9 1
20 347bb415-718d-4a46-beed-3e8475e990fc 1
9 95a04508-ac79-4b56-9f1b-709440bfee20 0
20 d2757f05-7651-4f02-82b6-66754f0a38f0 0
20 192eca32-d5c4-4933-9b6d-8434f9ebf48c 1
19 32c88d06-ade7-431f-a4a5-bae0867ae48e 1
8 22fea045-8e5d-4583-953d-b3eece691633 0
9 a9849c4e-2b25-44c8-8819-8c10edddcd09 0
1 c6fca767-9783-4ad2-9f5e-29f1760726f5 1
1 63e25b9c-3d5d-47e1-ace2-cc3371966423 0
25 65a45973-729b-4d4e-9f05-7aca419dc26e 1
9 c5f86531-fff9-4eb7-903c-2296439cff26 0
4 c38e69c8-5fd1-4634-81f7-fe7029b05a46 0
10 48a2c2c1-75d6-480f-9023-24fab24bd94d 1
16 348dee61-ec61-4bfc-b79d-0ccf1b1933f0 1
18 76352aea-6f69-48aa-a3bd-95eae11f435c 0
1 e74423dd-6ff4-49da-be10-fd92eb928653 1
9 00133722-4dfd-484c-9cda-580f176d4cbd 0
18 7615460c-fee7-4678-bc24-239199a227a1 0
4 70c7f943-fbe9-471a-bcc6-8c486fc4446e 0
1 a57bdbd5-f47d-49e8-b4e9-005163dc0519 0
19 3d771d9a-17e3-47a3-b7ce-3e99f1e8cf17 0
9 7e5fa9bd-0c69-4575-8e08-831ccc4c0f54 0
10 bca031a8-e021-4af6-b529-f5b7f6510a2b 1
2 84a3c59c-34c1-4af4-b26d-d66f642cf708 0
1 935504d1-90cc-4768-b89b-23fffc71f33b 0
22 630fb736-841f-46b0-8116-290d84e6013c 1
19 8ea5e596-01df-4642-aee0-63559889e877 1
4 72edd435-8f36-402a-9977-1b20734dc5a0 0
1 617d788e-0b0c-440b-9033-5fb28511d6e4 0
1 24346f06-9d49-4a00-b6ba-2dba7bf8007f 1
4 048b431e-2d53-422c-b1f6-58363f773ebb 0
19 85eddea6-219e-418d-a5dc-f05b47b1b45e 0
7 2fce228e-3bcf-4e71-9514-03b9bb62ea4d 1
22 e5f1542a-ac44-4ba3-a647-967b12c200cf 1
4 29cb711e-4b4a-4e5f-9956-736cb2a3f61c 0
18 39f20c7c-30d9-4d9e-9d75-949bee178eb8 0
4 59021318-10ca-4cfc-a667-ff123913950e 0
18 a7062554-004b-453b-b8fe-afc058360961 0
14 5a7364b0-b405-464f-b6e5-94f425fd6965 0
6 c7dbe30d-8588-46ad-a6b1-2daaaf55a17d 0
18 f2b7b9ce-f296-4439-a065-19ef352959d9 0
25 65cd6514-46d3-41cf-88f5-9b07347eca51 1
8 6a99b690-90a4-4dbf-8b31-5df45710f5ff 1
4 7720556f-504d-4a57-b0f8-413921a90dd5 0
7 01d80635-366c-439c-8f2c-ee13504eda13 1
13 f39785d4-9814-4fb1-bfa6-012c14cbfe45 1
20 623fbdc9-426f-4cd8-9eb5-12ce030a2fe3 0
4 cf2406ab-cb11-417e-9551-8fd8ac736cf5 0
1 3800ef9f-1654-4485-a6b3-71d60da385ed 0
13 c14326bd-180a-45bc-b073-e0b4228bbe73 1
1 97205d0a-cf56-44a1-b760-bd2a86165a38 0
1 0cdfa20a-1f43-4caf-97ca-fad7e65578ea 0
13 c874872c-5e5e-4b83-a633-1966bb7cb55b 0
14 42947f4c-194d-41b9-8711-91a8f3aa5482 0
25 d0ae5386-0008-47c2-be29-144a763072ff 0
10 b4f3159f-b221-46cb-9a1f-334e34b89b4b 1
22 7743741f-4c27-4a8f-be19-9db66ca0d4fe 1
4 69b80913-dd6a-4446-aa3f-30ff2b6e8e29 0
2 78a5d083-37aa-489f-95b1-e3c54ea7f3a8 0
9 00f5d8ec-bfb5-40c0-942e-82d8fb0fb4b8 0
20 46ed0f96-12bc-418b-82c1-47da73a1aeca 0
14 5166c44a-5a26-47ce-8092-54adbe871b51 1
9 f10ae92f-6931-4b9d-aefb-effa919987da 0
18 2d961001-20ca-4267-b508-718cedc2a778 1
18 df60f143-82f5-4d26-8e22-b4178ea896b7 0
15 de163c0a-178b-49e3-8abf-bc2b7f077dae 1
7 71361d64-152c-467e-95cf-445a75922f48 0
9 be073f9c-2216-46f7-b79e-ef5edb17561d 0
2 38252fd8-673b-4a0a-9daf-8a72f5fb9077 1
1 8e78ece4-abd0-4770-b5af-0c746d37889e 0
25 e280571b-c300-4c54-a378-e521f6e9b311 0
20 2aa7a1e3-b9e4-4a1d-b075-20dd9d5ee506 1
7 31c55738-08b4-4a45-83b9-cacd224d94ca 1
9 9d08b4a4-0cb6-4c31-bcb8-7cbec2ecdf7f 0
8 71fd265a-32a0-4c9a-9f9e-7af3c99800b5 1
1 8a647028-4513-4f4f-8bb8-9e960e13a0ba 0
9 96d834ea-f528-4b3b-bbd1-6c4dfb7ec868 0
1 162563d8-9c5d-4d8e-b30c-ad47121e6971 0
18 2c248755-1444-4d00-869c-ed2bfd16a5a1 0
9 c31e546f-3ce6-4a04-8d86-fbb31bfbfbb5 0
8 de53abb0-c852-450e-8920-e8e9f5452c2e 0
2 054a2a44-45d9-4a3c-a3b4-571babe6aa65 0
18 9d276448-fc56-4048-839a-f863043b3e09 0
8 2cd75b54-7a60-427f-a146-8ac946971427 1
6 cc4d018e-ec25-41b6-b95b-656da688b399 0
25 d292f72d-3e45-458e-afc2-df3160275f0e 0
9 341021c1-2504-43a4-af56-cf74d0f54489 0
18 0fab4216-f6a7-43ef-8f39-5758780829d2 0
13 7155eb89-7ee8-41b9-813a-7c4c66dba285 1
13 0e28b0a1-4f3c-48d3-9e80-099caa64b86d 1
4 c5769454-53b4-451f-a255-3b30cde2a383 0
2 d67f8607-0246-426a-85c2-f99a7d094c6b 1
8 17dcaccf-a383-411b-b814-550211a6ad8f 1
18 425b1bb9-7b2e-4ba0-a9c9-1fcaf7fcb7c6 1
8 954cd9e3-492c-4061-8388-bfd246560a04 1
7 4cac0ed4-3028-4d89-a060-fde04f58382b 1
18 5fb5a0d5-08f1-4ff4-b35c-cca9b81d6365 0
6 c9fdd022-91dd-4eaf-9989-3b3c178d67da 1
10 ed964d57-6f37-4696-9e76-0abcd631e27a 1
15 7a86b22f-2b7f-4164-92ae-d7b04a1e91e1 1
8 107b5681-5842-45e2-9498-93ae4105d0fe 0
1 17941544-75b5-4ccb-ac70-b7fa15ba7a29 1
1 7dd2c484-0c71-4382-9d12-a64e1f0a995e 1
13 4320c812-6f14-4701-800d-05fa3d185f21 1
6 9db4f7ba-e643-4aae-9112-59fc66a58f12 1
8 4a08f877-0724-4d3f-821a-d8a72a4463bd 1
25 ba231ba6-eb3c-4436-8620-fab55c4aa880 0
15 05d8bd45-7252-4a5b-98ca-b0a4a2c9b5df 1
13 51aa5d46-f3ce-4cf3-9eff-1fca6d80208c 0
15 b660fa3d-0f27-4bd3-bb12-8da2c57b787f 0
18 6da52651-8517-41d1-ab28-56e964aa1e59 0
25 423ce3e6-be16-49cd-9d34-707e8f4a68c2 0
8 a8cbaa74-fcc6-4a6d-adc6-ef23cc54ddce 1
14 a0248308-8952-41ec-acfd-658e9f28c1ae 1
13 4a1193c4-bc33-4232-a1c1-2577e60d9915 0
16 f29de1f6-bf31-4c86-a1f9-1ae92038af4e 1
10 1ef0a4ea-fafc-4129-b3dc-b50f4c8a4d91 1
9 248e478b-6364-41a4-aeb3-53b582a4ec27 0
15 be97e8c2-06a8-47eb-a5b5-4dc6231be7d7 1
7 dcbdae1a-5e54-4e68-9d45-d7a0ab55fb42 1
1 8f35886c-0aef-4d61-b8eb-aa44e56380ad 0
10 71128ed5-c42b-49ed-bb35-bf152b9af13a 0
10 09d6ff08-de15-4314-a247-6346b9377e52 1
1 e4e73ae8-8d08-4eea-859a-eff037b553e8 0
16 364e3006-ab62-4234-902e-2c0615c9ddd2 1
19 fca70ca3-7a3d-47bb-90b3-d6fedb2536e3 1
18 05579e32-cf7e-4100-9484-c45118878521 0
20 8175759f-e886-48a7-ad8a-edd6a9c2b400 1
15 981a1c59-79be-4917-a8ec-709b95736c35 1
13 75e0f380-46f2-4fde-bd61-16f768d93a3f 1
2 97205d0a-cf56-44a1-b760-bd2a86165a38 0
22 39840a25-447a-42e5-a247-e8582384ca48 0
18 3b1a7c3c-f5ea-4d56-b03f-c1c414b89921 0
18 3cededcb-03c4-4440-b4d3-d9b7afc8a56b 0
18 6f18e66d-ae21-4066-b954-8422e2f061a2 0
25 1801cabb-80eb-4707-b61a-7a51a0ab3ac8 0
19 1828bbbb-d493-4b7f-8433-4b00fff88f2c 0
18 a5e4b591-5458-4946-a7f0-8e04670478d7 0
25 1f331487-71a0-49ba-ba32-ea8b5212fd4f 0
9 f5b09e3d-db0c-4847-a7ca-93e53b6bdadf 0
7 085eecaa-6477-4e3a-affd-91ec33f0c5f2 1
1 d02d846b-dd25-4916-a917-2193eb9c3452 1
7 b407f142-b5f4-4b29-8c8e-3b6ef996f36a 1
19 851101a9-c677-4cb4-b07e-7036ae792901 1
9 8ce0a17b-68ab-4b60-914f-d65f5d1063e9 0
25 8d20959b-293e-4953-af2d-be133b87347b 0
8 5ead0a36-a4f8-4b3d-a6c3-ab8aab66f9f5 1
9 0ea1f2e6-b532-44c0-821f-70a6ef6735eb 0
14 5e7a764f-7383-4fbf-a1c6-c6f1c5dc79f6 0
16 609947bc-cc3a-490b-9743-27300bae4220 0
9 f42f5ac2-9745-4f90-8a85-3a5ef96ae00c 0
7 1c9373b8-04c7-464a-bb98-c2c32d8cdadc 0
25 528c5cec-b696-4b0a-b27c-f5cc6b21e886 1
7 6a54d90f-0fdd-4195-8090-aa4d59f2f32f 0
13 1c862be3-df0d-4d7d-93e7-0897bb9d5575 0
18 ee9fd4af-7af4-431c-b71e-5d6ccc3b7d34 0
25 9982d6d4-f348-4e91-954c-8db36084aa94 0
1 39785070-c01d-43f0-b03e-db13d8535670 0
6 13b2be2c-ab67-4de1-a456-a7c57f29911b 0
4 429d1b62-7f0e-4e8e-8913-8894d323bc1d 0
1 42238ec5-a367-463d-b90f-8fa2cabb834f 0
7 809fd893-c8c3-400b-bff7-76d0447c8477 1
18 fd81cd1b-035a-414e-a475-36a2ebe839a7 1
18 2d0a4318-498e-4732-aebc-4bd75c01c867 0
9 c2e0da8e-0306-4a4b-b593-84c8a45395db 0
13 efda0d23-de4d-4b74-9dd4-deafad82f0cf 1
6 82c8c604-b3ce-4e3f-9ccc-d539585ee9bc 0
9 60467960-80db-45d5-bd6d-3c353d97668c 0
9 3bd4f94b-52a3-4013-93b8-49cd0dd55b62 0
13 4c5f9c7d-bfb8-4a24-9b66-29f9c6465053 1
18 1a0e65c8-2e1d-4b34-b456-ccca4db0219b 0
25 7cbb56e8-020c-4c5f-ab4f-f682498f0fa3 0
1 eee20b59-7e5f-4715-b95a-57be96d74780 0
4 b71be5b2-a9f8-4484-9fb0-45612b6e477d 0
25 5947957f-0295-4f50-9891-b675b7335d9c 1
8 c9fdd022-91dd-4eaf-9989-3b3c178d67da 1
14 69fb7baf-66e7-4a98-a6e9-de143b3652ea 0
6 76d20c57-a6ea-4b8c-8bfa-cbe04b986336 1
9 a1dec19d-9156-47c1-a694-5d2eb7612892 0
8 330173a8-70f6-44c2-bbf2-b4095cc91676 1
1 b8bbf3c1-bbdb-4455-93c0-6f42ed689362 0
1 ef2f104d-4f5f-4a6d-80c4-5128ff6a3815 1
18 1708ef6c-0600-4c0e-b070-dca7645fcdd2 0
9 d2458e91-f89c-4496-9ccc-33b515064f69 0
15 3cd5d324-9265-4ecb-83be-2e5900767fa8 1
6 7179b245-1189-45cb-8f61-bfaa7aa3ef31 0
15 577a85d3-0596-40b8-a2de-5fd518f90bef 1
1 aa6d6172-e34d-473c-9c76-6c44c405bda9 0
1 e9b57932-417f-4c24-8680-ce3566ebeac0 0
25 2cf035ce-6527-49a1-9f3f-d1d74f198daa 1
4 21c088f1-3d62-4aa8-85f7-dac854826b97 0
2 8c8e1916-4d98-4006-9906-9ead6c51f51a 1
7 aecfaaf4-b536-4950-b847-42f4d366292c 1
1 846fb64b-cba5-4197-9227-6214e868cd6b 1
2 092bcbe6-8e63-4fff-b68c-c8f481912b83 1
2 ab2e7f3c-d0a6-46f6-bf55-ccdf8ed8e4d1 1
20 7bc1233d-a609-4fa9-9d1e-ca49283df51d 1
18 3c997317-5d14-4cc9-b3b1-a6e39513c099 0
25 4559b298-2487-4d84-9f21-624c59a05abf 0
9 020e21e9-78cd-4cd3-9684-097f97791540 0
9 e9657a45-c8a4-4807-a303-e373d83bea37 0
1 47a81aae-015d-4f16-a39b-8e639249e184 0
25 3c210c72-8f16-4b85-b847-fac105c06186 0
1 abb254cd-a66e-40fb-a211-4f8f22d6a0fc 1
4 de3071c5-4472-4f01-a2da-4ab08b6c2d7d 0
2 d1e494bf-9119-4f58-8715-beaec5b51062 0
13 54685a3e-d1da-4ca4-90e2-de5e032f2d13 1
6 5541a6b2-77f2-437f-b869-323e9a09080c 1
22 1bb35391-c1dc-45a5-93d3-e271010480c5 0
15 099c9426-319c-44c0-bb6b-65beb99a956f 1
4 00b5f6f9-e8cc-4d88-8da3-b9f365984d29 0
1 1d3ec47e-0641-4b77-af25-635e92df5679 0
2 d4a59274-5df3-4758-87e5-7a2417a3eb9c 1
15 3ccae536-3576-42f3-8cfd-062527fdb471 1
13 bd23b669-e07b-4978-86e5-7ad7cb414be3 1
25 54f0be92-d748-4824-bd28-2597142cfba5 0
7 6ab79ac0-489b-4c62-8193-bca2ad9f4548 1
2 eef0b4b0-0a41-49c8-aee7-6593e7ed0a31 0
22 2b162e87-1403-4e9e-a762-9e5ccbf05677 0
2 60bf5772-55a9-45aa-9d9c-5993f4214cf5 1
1 2a099a60-ed8a-417f-ab78-90e3241405ec 1
4 18c6b349-c504-4387-b11d-96b02eac7b8f 0
25 6017740c-5398-46af-999d-507e3e2d54b1 0
8 5da14ca6-157b-4ecc-bc32-6d7fd5bca7d0 1
7 1f17b892-757f-4f6c-9d57-020bbdc6e4ce 1
13 9a559fe8-8c0a-4213-aa7e-bac79b06fbeb 1
18 0866e315-d34d-4bbd-82db-bb3ea1bcf186 0
7 3b692550-2fea-4cd4-9a77-130cafa8b5a1 0
9 5cc88709-2433-40fd-9349-bf8889b5b004 0
20 867a550e-eb0a-4ba6-883c-492b9c71affa 1
18 9baac5c8-0030-4c21-b077-929387670a0f 1
4 ea61f85b-d9c4-4915-becf-f7f13cf55782 0
9 533a990b-0ad7-4c5e-a05a-d9e274aca309 0
4 a9a35d9b-989e-4a02-b933-70ad24b9e712 0
14 bb49619f-174c-40d4-97e9-2c66e79f31e5 0
14 75efba8d-b255-4a6b-8568-a17085dfaf9a 1
4 065adbcc-1eb7-4f42-9bf9-728d2118d304 0
9 a10989ff-d520-44ff-a944-49ce64480404 0
1 8d9767be-343b-46d8-af97-6436cd54f838 0
9 4712a623-6e8e-496c-ad84-999a8f3f3bfa 0
8 6f1ca895-f851-4a31-88c6-deadebb37df9 0
9 4d49bb31-9af1-4947-9b07-944d7c6c731a 0
8 f1600790-b4eb-4f64-b0fa-bf052ae32951 0
18 87a35846-9a85-4cc9-aa45-c8a4d6048364 1
2 8595c463-d9ed-4d52-bb45-b394313092b4 0
1 ac603cb2-cfa9-4259-bd02-dd19c311747f 1
13 c2b2f561-6131-4677-b594-02ebc8718358 1
7 27468eda-b387-4a19-a31d-e3175b876935 1
7 027eaf3e-c5d3-40b8-908c-98c092aba02a 1
9 8844ed30-c259-4662-9430-187492c9f629 0
6 7cf1a40c-ec4d-4339-a685-d401f5b5edeb 0
14 b03ca97b-d1bc-422f-81da-736b2921d271 1
14 3fe81f19-afb5-4d3c-a5e2-af15788de95b 0
14 ce2a03e9-a2ef-4668-b806-19d322675e5b 0
6 e8eaa2a1-0760-4f1a-b4bb-3c34754495cd 1
1 6dbc1635-57db-4a39-a145-ca7ca018a40a 0
9 160d62d8-06a6-4756-a0c3-f124d0ca2d76 0
20 216f3312-e964-4b3d-9a3b-54c05f94a69a 1
8 24098f44-bfc4-40b0-9879-f06bf3e0ecaf 1
9 802edd14-c129-4fd6-a515-deb87af1501c 0
1 b6e846a3-ca44-4b1e-8a96-09cb0bed9819 1
9 ddbc80fd-bac1-456b-afe8-bb4e34c931f0 0
13 0d0053e5-bb3b-4a94-bc0c-1e2f9c60e4f6 0
14 1dbd00a7-5082-42a3-b7af-8324916e4a40 0
2 f9ec5838-e794-439a-b881-a0880672d779 1
15 b7569574-9a0d-4b58-ba95-9575054569a6 1
9 f1a88b8e-34b7-4a1e-8965-4d6398fc49ee 0
18 21ce95dd-c933-4344-a7d1-5ab499a6e536 0
8 f146325d-e484-48a3-9454-b26b68393f1c 1
8 c8879319-0da5-497c-a0b9-7e8cdc1a8f8f 0
15 5542fdc8-c14d-4270-b220-eb2a4da6c9d8 1
1 85be03f1-e06e-41f0-80d2-42d26c758f35 0
13 6b3bfecc-d840-4e2c-bc38-c1a53c6fa610 0
25 9e0a9080-caf8-4267-92b7-f64de946e257 0
13 fe2d5817-7223-491f-bbf9-5541a3b22bb7 0
9 4df42915-e1a2-41a8-ba99-ef72615deaff 0
9 498df992-5c56-457b-8e79-9373449d9c51 0
8 0161565e-b50a-4d4d-8fe3-5d724955c8f8 1
14 3a8ba33d-fcae-4779-a537-31369e7c9e41 0
20 5dae1da2-407f-44fa-a6e5-1c476c22561c 1
7 1703d790-a5ed-4b6a-9ce8-594b3cc6df8f 1
9 88777e24-751e-4383-8d0b-4d79fb9c79f5 0
2 efaae38c-3c52-401d-89ae-c992220224b7 1
1 0a859936-3069-4b9a-97a9-6693e03a567d 0
20 4aa2ffd0-6a67-4f26-a532-9584271c5276 1
1 83fb4c0b-c91b-478e-8043-26b0dee808dd 1
6 5a5495e7-9bd8-4230-86b4-e0656b0960f6 0
2 1cf8abf6-44f0-49f6-8a57-e99ab3253f59 1
7 f440258f-5768-44c7-baf5-a4860d1e52ac 0
9 e833204e-de63-45e8-97f0-82f2ac524860 0
8 d5306ba8-a06d-4ab7-9020-a2f9a476abdb 0
8 48d6d894-1156-40e5-a5a7-203b6b55838f 1
13 ced03280-a800-4091-90cf-a477b42af1c2 1
2 59797978-5784-4359-b144-cccff35e17da 0
19 07bb1e5c-9e3c-4e57-b841-00430ff83bfb 0
2 9d92d922-7b96-45f3-ae5b-9ceb151ce9cc 0
25 1af3f8f4-123f-4192-b8ae-74054533fa93 1
19 f4ef5e05-cbea-4901-a552-3f04d149fc3f 1
9 c38ad457-a6b2-4c3c-a8b0-15bc9120eab6 1
19 202000f3-0d2f-4e86-8ae3-8e2d219e551e 0
2 104894b6-c47e-490a-9d45-8c082237d0a8 0
7 31e8d467-7449-416d-9864-ad37a978cf0d 1
13 bfac4d6a-8b60-481b-8685-5252441d80e5 1
13 030c50d5-3197-4dc3-a2fb-8d0f73c37134 0
1 2cd8fd7b-8685-42e1-ba44-2399fe2a044e 1
1 c34aa40c-8363-46b5-84f5-0fa2a80c8b53 1
14 4a2feaa3-61e7-45af-afae-7c17e17e44e2 1
9 108d2d52-64e1-467f-9f80-dc26771b1d47 0
1 7312352a-ded6-4242-b73c-a2cea18c3a31 0
2 c787942d-0714-41ec-92ea-a2084fd1ff65 0
1 2c53accc-8c15-46cd-8cdc-99269ce6eb63 0
16 f3bfb65d-d7b0-45f0-85d3-fb28b224f30e 1
15 3503e76a-59d5-40cd-bbef-81676c9385d9 1
1 b62a1563-b4cb-4925-ad2c-7a3636bd5dcc 1
16 1188dfac-5105-4e39-8534-abb370a61279 1
8 dff43c64-9a83-48a2-9595-eeec384594db 0
13 3cfcc5e4-70f2-47da-a33f-2e41c54135ac 1
2 9ef7e5f9-7faf-43f6-ad89-e7a79a2d3735 1
1 59904e4d-4d05-4712-9615-4b9dce23745d 0
15 66c3a0ee-0a74-43d4-9ced-a113ca820722 1
14 bb7d9704-6e8c-4333-b28d-4bffd6c6d96e 0
1 c25959d0-74b7-4e98-9fdd-74c1eb3096b7 1
22 74d07067-891f-48c0-b2ec-19ab48d20386 1
8 3855208a-0f01-4782-b88a-3257dbfaff28 1
15 a8310da8-5a01-4dae-a04b-ad1ae6c55ca7 1
25 5f842e1e-4942-4d38-b54c-8231f0578f9e 0
9 02f07c83-f0a7-42d1-a634-a183137bf7ab 0
2 f56c9794-19e8-4412-98b6-2e6e9c2ad521 1
10 72cd8e35-0ddb-4182-a641-0592e6dd02b4 0
4 c51e824f-3151-40de-93ff-ad4327a44308 0
15 8fe2e40a-7a72-417f-8ec0-646cce9723b0 1
1 3db23422-af28-4655-915d-622b9f27a49e 1
8 3d14765f-1c99-4adf-bfdf-5db75b1451a0 1
20 1840ca97-e9a5-42ab-bea1-9d94610372c3 0
14 bea859c4-ab7e-40ec-bd5f-dfa6fef84a0a 1
18 e5959bad-546a-40e0-8884-70fcf58198de 0
10 5db4323e-57b9-49d4-b091-185cfba9df6f 1
18 829f44ee-639e-42a9-9786-8b4eb3322616 1
7 0030a1db-0c74-4d7b-9112-d9cc52ef874a 1
13 0427f6d7-36e6-4fda-af43-bba85c116354 0
20 23b0e2ca-6b49-4670-9e7e-0227370e4183 0
20 fba700fb-10b0-4293-80fd-09af1664e328 1
15 b010db35-6c58-430b-bf4e-d4fb2795d961 1
1 54ad79a1-5988-4ea5-b01c-6f5d8760b3da 0
13 1b43faca-cd5b-41c9-bec5-6133c98da898 0
16 a5159235-b6e5-49e6-9b63-87af0ad2f1a5 0
13 82810e08-9479-43c4-a082-5f0845ba5236 1
8 aac931fa-bd9f-4346-be70-668dc0afd6e3 1
15 b8617cca-eab2-4c5d-8a64-b57b0c69b99f 1
19 de4663ba-24c3-4779-855e-953768720c11 0
19 e8019c84-d168-49cd-bfcc-02f3e877d51c 1
8 782aa056-4871-4b1d-a61d-9f45ce218bb6 0
1 d5dd082f-8421-42d4-8ef7-025960d15c57 0
8 3682e000-3b76-4f57-a386-14c4b0b765b2 0
1 cbf43da2-26f8-401f-b7a3-9f0fb0a0f9b7 0
18 c35ce7f9-cf81-4134-b3c4-bdce99a6318d 0
4 8e543e84-642a-472f-9430-8a9e9b57466c 0
8 ee7b527d-cfd0-48ae-b225-a6df6bc325f3 1
1 4bfd5dc3-61c3-4e65-a58f-826cb0a502e2 1
19 5a6f982b-3473-4fb2-b79e-6357f593c194 1
19 8530c899-133c-4ea0-99f7-a793e68a6e0d 0
1 6c3bc2a2-7cfb-4dd5-8660-bbb2450ab068 1
1 98d46d4f-2db5-4dc5-99d6-fdc73822ee95 1
4 3298bdb7-9b0f-4054-bb40-ff1852150737 0
9 058e62cd-0a39-4c61-9626-d00d31e4a647 0
19 9b9c0bbf-0002-49e7-b155-079e81ec6ed0 0
13 1bd4c069-5bb3-4b12-965e-ee83951f48dc 1
25 cd00535c-485e-464c-9606-c54eac8373af 0
15 cac060e4-edcd-48ba-97cb-75a49f57c927 1
2 42103ca0-ea7a-486f-ad42-84db0387dad1 0
